wealth-assessment-metrics,properties.metadata.properties.createdBy.description,The name of the originator (user or system) of the data. This is informational only, do not use in business logic!
wealth-assessment-metrics,properties.metadata.properties.createdBy.type,string
wealth-assessment-metrics,properties.metadata.properties.createdOn.title,Created On
wealth-assessment-metrics,properties.metadata.properties.createdOn.description,The date and time when the entity instance was created
wealth-assessment-metrics,properties.metadata.properties.createdOn.oneOf.type,string
wealth-assessment-metrics,properties.metadata.properties.createdOn.oneOf.format,date-time
wealth-assessment-metrics,properties.metadata.properties.createdOn.oneOf.pattern,^(-?(?:[1-9][0-9]*)?[0-9]{4})-(1[0-2]|0[1-9])-(3[0-1]|0[1-9]|[1-2][0-9])T(2[0-3]|[0-1][0-9]):([0-5][0-9]):([0-5][0-9])(\.[0-9]+)?(Z|[+-](?:2[0-3]|[0-1][0-9]):[0-5][0-9])?$
wealth-assessment-metrics,properties.metadata.properties.createdOn.oneOf.type,string
wealth-assessment-metrics,properties.metadata.properties.createdOn.oneOf.maxLength,
wealth-assessment-metrics,properties.metadata.properties.modifiedBy.title,Modified By
wealth-assessment-metrics,properties.metadata.properties.modifiedBy.description,The name of the modifier (user or system) of the data. This is informational only, do not use in business logic!
wealth-assessment-metrics,properties.metadata.properties.modifiedBy.type,string
wealth-assessment-metrics,properties.metadata.properties.modifiedOn.title,Modified On
wealth-assessment-metrics,properties.metadata.properties.modifiedOn.description,The date and time when the entity instance was last modified
wealth-assessment-metrics,properties.metadata.properties.modifiedOn.oneOf.type,string
wealth-assessment-metrics,properties.metadata.properties.modifiedOn.oneOf.format,date-time
wealth-assessment-metrics,properties.metadata.properties.modifiedOn.oneOf.pattern,^(-?(?:[1-9][0-9]*)?[0-9]{4})-(1[0-2]|0[1-9])-(3[0-1]|0[1-9]|[1-2][0-9])T(2[0-3]|[0-1][0-9]):([0-5][0-9]):([0-5][0-9])(\.[0-9]+)?(Z|[+-](?:2[0-3]|[0-1][0-9]):[0-5][0-9])?$
wealth-assessment-metrics,properties.metadata.properties.modifiedOn.oneOf.type,string
wealth-assessment-metrics,properties.metadata.properties.modifiedOn.oneOf.maxLength,
wealth-assessment-metrics,properties.metadata.additionalProperties,false
wealth-assessment-metrics,properties.id.title,ID
wealth-assessment-metrics,properties.id.description,The globally unique identifier of a metric
wealth-assessment-metrics,properties.id.type,string
wealth-assessment-metrics,properties.id.format,guid
wealth-assessment-metrics,properties.id.pattern,^[a-f0-9]{8}(?:-[a-f0-9]{4}){3}-[a-f0-9]{12}$
wealth-assessment-metrics,properties.title.title,Title
wealth-assessment-metrics,properties.title.description,The full name of a metric
wealth-assessment-metrics,properties.title.type,string
wealth-assessment-metrics,properties.title.minLength,1
wealth-assessment-metrics,properties.description.title,Description
wealth-assessment-metrics,properties.description.description,The description of a metric
wealth-assessment-metrics,properties.description.type,string
wealth-assessment-metrics,properties.unitOfMeasure.title,Unit Of Measure
wealth-assessment-metrics,properties.unitOfMeasure.description,The unit of measure for a metric
wealth-assessment-metrics,properties.unitOfMeasure.type,string
wealth-assessment-metrics,required,id;title
wealth-assessment-metrics,additionalProperties,false
wealth-assessment-statuses,description,The status of wealth assessment information
wealth-assessment-statuses,type,object
wealth-assessment-statuses,properties.metadata.title,Metadata
wealth-assessment-statuses,properties.metadata.description,Metadata about the JSON payload
wealth-assessment-statuses,properties.metadata.type,object
wealth-assessment-statuses,properties.metadata.properties.createdBy.title,Created By
wealth-assessment-statuses,properties.metadata.properties.createdBy.description,The name of the originator (user or system) of the data. This is informational only, do not use in business logic!
wealth-assessment-statuses,properties.metadata.properties.createdBy.type,string
wealth-assessment-statuses,properties.metadata.properties.createdOn.title,Created On
wealth-assessment-statuses,properties.metadata.properties.createdOn.description,The date and time when the entity instance was created
wealth-assessment-statuses,properties.metadata.properties.createdOn.oneOf.type,string
wealth-assessment-statuses,properties.metadata.properties.createdOn.oneOf.format,date-time
wealth-assessment-statuses,properties.metadata.properties.createdOn.oneOf.pattern,^(-?(?:[1-9][0-9]*)?[0-9]{4})-(1[0-2]|0[1-9])-(3[0-1]|0[1-9]|[1-2][0-9])T(2[0-3]|[0-1][0-9]):([0-5][0-9]):([0-5][0-9])(\.[0-9]+)?(Z|[+-](?:2[0-3]|[0-1][0-9]):[0-5][0-9])?$
wealth-assessment-statuses,properties.metadata.properties.createdOn.oneOf.type,string
wealth-assessment-statuses,properties.metadata.properties.createdOn.oneOf.maxLength,
wealth-assessment-statuses,properties.metadata.properties.modifiedBy.title,Modified By
wealth-assessment-statuses,properties.metadata.properties.modifiedBy.description,The name of the modifier (user or system) of the data. This is informational only, do not use in business logic!
wealth-assessment-statuses,properties.metadata.properties.modifiedBy.type,string
wealth-assessment-statuses,properties.metadata.properties.modifiedOn.title,Modified On
wealth-assessment-statuses,properties.metadata.properties.modifiedOn.description,The date and time when the entity instance was last modified
wealth-assessment-statuses,properties.metadata.properties.modifiedOn.oneOf.type,string
wealth-assessment-statuses,properties.metadata.properties.modifiedOn.oneOf.format,date-time
wealth-assessment-statuses,properties.metadata.properties.modifiedOn.oneOf.pattern,^(-?(?:[1-9][0-9]*)?[0-9]{4})-(1[0-2]|0[1-9])-(3[0-1]|0[1-9]|[1-2][0-9])T(2[0-3]|[0-1][0-9]):([0-5][0-9]):([0-5][0-9])(\.[0-9]+)?(Z|[+-](?:2[0-3]|[0-1][0-9]):[0-5][0-9])?$
wealth-assessment-statuses,properties.metadata.properties.modifiedOn.oneOf.type,string
wealth-assessment-statuses,properties.metadata.properties.modifiedOn.oneOf.maxLength,
wealth-assessment-statuses,properties.metadata.additionalProperties,false
wealth-assessment-statuses,properties.id.title,ID
wealth-assessment-statuses,properties.id.description,The globally unique identifier of a wealth assessment status
wealth-assessment-statuses,properties.id.type,string
wealth-assessment-statuses,properties.id.format,guid
wealth-assessment-statuses,properties.id.pattern,^[a-f0-9]{8}(?:-[a-f0-9]{4}){3}-[a-f0-9]{12}$
wealth-assessment-statuses,properties.title.title,Title
wealth-assessment-statuses,properties.title.description,The full name of a wealth assessment status
wealth-assessment-statuses,properties.title.type,string
wealth-assessment-statuses,properties.title.minLength,1
wealth-assessment-statuses,properties.description.title,Description
wealth-assessment-statuses,properties.description.description,The description of a wealth assessment status
wealth-assessment-statuses,properties.description.type,string
wealth-assessment-statuses,required,id;title
wealth-assessment-statuses,additionalProperties,false
wealth-assessments,description,An assessment of a person or organization's giving potential.
wealth-assessments,type,object
wealth-assessments,properties.metadata.title,Metadata
wealth-assessments,properties.metadata.description,Metadata about the JSON payload
wealth-assessments,properties.metadata.type,object
wealth-assessments,properties.metadata.properties.createdBy.title,Created By
wealth-assessments,properties.metadata.properties.createdBy.description,The name of the originator (user or system) of the data. This is informational only, do not use in business logic!
wealth-assessments,properties.metadata.properties.createdBy.type,string
wealth-assessments,properties.metadata.properties.createdOn.title,Created On
wealth-assessments,properties.metadata.properties.createdOn.description,The date and time when the entity instance was created
wealth-assessments,properties.metadata.properties.createdOn.oneOf.type,string
wealth-assessments,properties.metadata.properties.createdOn.oneOf.format,date-time
wealth-assessments,properties.metadata.properties.createdOn.oneOf.pattern,^(-?(?:[1-9][0-9]*)?[0-9]{4})-(1[0-2]|0[1-9])-(3[0-1]|0[1-9]|[1-2][0-9])T(2[0-3]|[0-1][0-9]):([0-5][0-9]):([0-5][0-9])(\.[0-9]+)?(Z|[+-](?:2[0-3]|[0-1][0-9]):[0-5][0-9])?$
wealth-assessments,properties.metadata.properties.createdOn.oneOf.type,string
wealth-assessments,properties.metadata.properties.createdOn.oneOf.maxLength,
wealth-assessments,properties.metadata.properties.modifiedBy.title,Modified By
wealth-assessments,properties.metadata.properties.modifiedBy.description,The name of the modifier (user or system) of the data. This is informational only, do not use in business logic!
wealth-assessments,properties.metadata.properties.modifiedBy.type,string
wealth-assessments,properties.metadata.properties.modifiedOn.title,Modified On
wealth-assessments,properties.metadata.properties.modifiedOn.description,The date and time when the entity instance was last modified
wealth-assessments,properties.metadata.properties.modifiedOn.oneOf.type,string
wealth-assessments,properties.metadata.properties.modifiedOn.oneOf.format,date-time
wealth-assessments,properties.metadata.properties.modifiedOn.oneOf.pattern,^(-?(?:[1-9][0-9]*)?[0-9]{4})-(1[0-2]|0[1-9])-(3[0-1]|0[1-9]|[1-2][0-9])T(2[0-3]|[0-1][0-9]):([0-5][0-9]):([0-5][0-9])(\.[0-9]+)?(Z|[+-](?:2[0-3]|[0-1][0-9]):[0-5][0-9])?$
wealth-assessments,properties.metadata.properties.modifiedOn.oneOf.type,string
wealth-assessments,properties.metadata.properties.modifiedOn.oneOf.maxLength,
wealth-assessments,properties.metadata.additionalProperties,false
wealth-assessments,properties.id.title,ID
wealth-assessments,properties.id.description,The global identifier of the wealth assessment record
wealth-assessments,properties.id.type,string
wealth-assessments,properties.id.format,guid
wealth-assessments,properties.id.pattern,^[a-f0-9]{8}(?:-[a-f0-9]{4}){3}-[a-f0-9]{12}$
wealth-assessments,properties.title.title,Title
wealth-assessments,properties.title.description,The full name of the wealth assessment record
wealth-assessments,properties.title.type,string
wealth-assessments,properties.title.minLength,1
wealth-assessments,properties.description.title,Description
wealth-assessments,properties.description.description,The full description of the wealth assessment record
wealth-assessments,properties.description.type,string
wealth-assessments,properties.informationType.title,Information Type
wealth-assessments,properties.informationType.description,Wealth information type
wealth-assessments,properties.informationType.type,object
wealth-assessments,properties.informationType.properties.id.title,ID
wealth-assessments,properties.informationType.properties.id.description,The global identifier for Information Type
